"extId","name","logoUrl","available","quantityAvailable","rating","ratingCount","cashback","savings","soldLastDay"
"loft","Loft","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Loft/RAISE_Loft-Logo.png",true,2,"3.6",166,,"0.00",0
"loft-in-store-only","Loft (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Loft/RAISE_Loft-Logo.png",true,1,"3.1",712,,"0.00",0
"logan-s-roadhouse","Logan's Roadhouse","https://raise-content.s3.amazonaws.com/MP-OPs/Logan's+Roadhouse/LogansRoadhouse-Logo.png",true,272,"4.2",112,,"19.76",0
"longhorn-steakhouse","Longhorn Steakhouse","https://raise-content.s3.amazonaws.com/MP-OPs/Longhorn+Steakhouse/LonghornSteakhouse-Logo.png",true,13,"4.5",490,,"5.00",3
"louis-vuitton","Louis Vuitton","https://s3.amazonaws.com/raise-content/ibi/LouisVuitton-Logo.png",false,0,"3.2",211,,"0.00",0
"lowe-s","Lowe's","https://raise-content.s3.amazonaws.com/MP-OPs/Lowes/Lowes-Logo.png",true,3082,"4.8",1745,,"4.46",112
"lowe-s-in-store-only","Lowe's (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/Lowes/Lowes-Logo.png",false,0,"3.5",3804,,"0.00",0
"lululemon","Lululemon","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Lulu+Lemon/RAISE_Lululemon-logo.png",true,403,"3.1",804,,"4.26",34
"lush","LUSH","https://s3.amazonaws.com/raise-content/ibi/Lush-Logo.png",false,0,"3.6",186,,"0.00",0
"macaroni-grill","Macaroni Grill","https://s3.amazonaws.com/raise-content/ibi/MacaroniGrill-Logo.png",true,394,"3.8",112,,"22.26",0
"macy-s","Macy's","https://raise-content.s3.amazonaws.com/MP-OPs/Macy's/Macys-Logo.png",true,1055,"3.7",3049,,"4.00",71
"madewell","Madewell","https://s3.amazonaws.com/raise-content/ibi/Madewell-Logo.png",true,60,"3.2",246,,"5.15",0
"marcus-theatres","Marcus Theatres","https://s3.amazonaws.com/raise-content/ibi/MarcusTheatres-Logo.png",true,79,"3.3",175,,"4.00",2
"marshalls","Marshalls","https://raise-content.s3.amazonaws.com/MP-OPs/Marshalls/Marshalls-Logo.png",true,31,"3.3",1510,,"3.00",1
"massage-envy","Massage Envy","https://s3.amazonaws.com/raise-content/ibi/MassageEnvy-Logo.png",true,14,"3.6",396,,"13.30",1
"mcalister-s-deli","McAlister's Deli","https://raise-content.s3.amazonaws.com/MP-OPs/McAlisters+Deli/McAlisters-Logo.png",true,11,"1.8",104,,"3.50",0
"mccormick-schmick-s","McCormick & Schmick's","https://raise-content.s3.amazonaws.com/MP-OPs/McCormick+Schmick/McCormick%26Schmicks-Logo.png",true,52,"2.8",158,,"14.28",0
"mcdonald-s","McDonald's","https://s3.amazonaws.com/raise-content/ibi/McDonalds-Logo.png",false,0,"3.5",1266,,"0.00",0
"meijer-grocery","Meijer Grocery","https://s3.amazonaws.com/raise-content/ibi/Meijer-Logo.png",false,0,"3.8",195,,"0.00",0
"men-s-wearhouse","Men's Wearhouse","https://s3.amazonaws.com/raise-content/ibi/MensWarehouse-Logo.png",true,12,"3.7",161,,"3.87",0
"menards","Menards","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Menards/RAISE_Menards-Logo.png",false,0,"4.0",165,,"0.00",0
"michael-kors","Michael Kors","https://s3.amazonaws.com/raise-content/ibi/MichaelKors-Logo.png",false,0,"3.0",223,,"0.00",0
"michaels","Michaels","https://raise-content.s3.amazonaws.com/MP-OPs/Michaels/Michaels-Logo.png",true,251,"3.2",1068,,"5.16",5
"michaels-online-only","Michaels (Online Only)","https://raise-content.s3.amazonaws.com/MP-OPs/Michaels/Michaels-Logo.png",false,0,"2.9",245,,"0.00",0
"microsoft-store","Microsoft Store","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Microsoft/RAISE_Microsoft-Logo.png",true,1,"3.6",120,,"0.00",0
"modell-s-sporting-goods","Modell's Sporting Goods","https://s3.amazonaws.com/raise-content/ibi/ModellsSportingGoods-Logo.png",false,0,"2.9",120,,"0.00",0
"morton-s-the-steakhouse","Morton's The Steakhouse","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Mortons+Steakhouse/RAISE_MortonsSteakhouse-Logo.png",true,49,"3.2",110,,"13.68",0
"movietickets-com","Movietickets.com","https://raise-content.s3.amazonaws.com/MP-OPs/01_Slide/MovieTicketsCom/SLIDE_MovieTicketsCom-Logo.png",true,20,"3.1",214,,"14.04",1
"neiman-marcus","Neiman Marcus","https://s3.amazonaws.com/raise-content/ibi/NeimanMarcus-Logo.png",true,11,"4.3",224,,"1.20",4
"netflix","Netflix","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Netflix/RAISE_Netflix-Logo.png",true,87,"3.4",150,,"1.56",8
"new-york-company","New York & Company","https://s3.amazonaws.com/raise-content/ibi/NewYork-Company-Logo.png",true,2,"3.2",538,,"8.63",0
"new-york-company-in-store-only","New York & Company (In Store Only)","https://s3.amazonaws.com/raise-content/ibi/NewYork-Company-Logo.png",false,0,"3.0",143,,"0.00",0
"newegg","Newegg","https://s3.amazonaws.com/raise-content/ibi/Newegg-Logo.png",false,0,"4.2",253,,"0.00",0
"nfl-shop","NFL Shop","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/NFL+Shop/RAISE_NFLShop-Logo.png",true,13,"2.6",185,,"8.85",2
"nike","Nike","https://raise-content.s3.amazonaws.com/MP-OPs/Nike/Nike-Logo.png",true,477,"4.8",842,,"1.06",80
"nintendo-eshop","Nintendo eShop","https://raise-content.s3.amazonaws.com/MP-OPs/Nintendo+eShop/NinendoeShop-Logo.png",true,465,"3.3",659,,"8.00",35
"nordstrom","Nordstrom","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Nordstrom/RAISE_Nordstrom-Logo.png",true,0,"3.6",695,,"0.00",1
"nutrisystem","Nutrisystem","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Nutrisystem/RAISE_Nutrisystem-Logo.png",true,121,"4.1",324,,"14.60",53
"o-charley-s","O’Charley’s®","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/OCharleys/RAISE_OCharleys-Logo.png",true,364,"3.0",136,,"25.28",9
"oakley","Oakley","https://s3.amazonaws.com/raise-content/ibi/Oakley-Logo.png",false,0,"3.1",143,,"0.00",0
"office-depot","Office Depot","https://raise-content.s3.amazonaws.com/MP-OPs/OfficeDepot-Logo.png",true,235,"3.1",265,,"4.00",2
"officemax","OfficeMax","https://raise-content.s3.amazonaws.com/MP-OPs/OfficeDepot-Logo.png",true,60,"3.8",112,,"3.50",0
"old-navy","Old Navy","https://raise-content.s3.amazonaws.com/MP-OPs/old-navy-logo.png",true,1462,"3.6",408,,"13.48",32
"olive-garden","Olive Garden","https://raise-content.s3.amazonaws.com/MP-OPs/Olive+Garden/OliveGarden-Logo.png",true,288,"3.9",1440,,"5.00",24
"on-the-border","On the Border","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/On+The+Boarder/RAISE_OnTheBorder-Logo.png",true,43,"2.9",105,,"10.00",1
"overstock","Overstock","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Overstock/RAISE_Overstock-Logo.png",true,195,"3.3",334,,"3.50",5
"outback-steakhouse-physical","Outback Steakhouse (Physical)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Outback/RAISE_Outback-Logo.png",true,52,"3.3",647,,"7.69",3
"p-f-chang-s","P.F. Chang's","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/PF+Changs/RAISE_PFChangs-Logo.png",true,172,"3.7",335,,"5.00",1
"pacsun","PacSun","https://s3.amazonaws.com/raise-content/ibi/PacSun-Logo.png",false,0,"3.8",215,,"0.00",0
"panda-express","Panda Express","https://raise-content.s3.amazonaws.com/MP-OPs/Panda+Express/PandaExpress-Logo.png",true,0,"3.3",348,,"0.00",0
"pandora","Pandora","https://s3.amazonaws.com/raise-content/ibi/Pandora-Logo.png",true,2,"3.0",104,,"7.00",1
"panera-bread","Panera Bread","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Panera+Bread/RAISE_PaneraBread-Logo3.31.21.png",true,4649,"4.3",1098,,"13.50",81
"panera-bread-in-restaurant-only","Panera Bread (In Restaurant Only)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Panera+Bread/RAISE_PaneraBread-Logo3.31.21.png",true,27,"3.1",200,,"9.00",0
"papa-john-s-pizza","Papa John's Pizza","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Papa+Johns/RAISE_PapaJohns-Logo.png",true,22,"3.8",219,,"4.00",5
"pappas-restaurants","Pappas Restaurants","https://s3.amazonaws.com/raise-content/ibi/PappasRestaurants-Logo.png",true,100,"3.1",103,,"11.00",1
"patagonia","Patagonia","https://s3.amazonaws.com/raise-content/ibi/Patagonia-logo.png",true,33,"3.6",136,,"10.60",1
"payless-shoesource","Payless ShoeSource","https://s3.amazonaws.com/raise-content/ibi/Payless-Logo.png",false,0,"3.1",669,,"0.00",0
"peet-s-coffee-tea-physical","Peet's Coffee & Tea (Physical)","https://raise-content.s3.amazonaws.com/MP-OPs/Peet's+Coffee/PeetsCoffee-Logo.png",true,15,"3.0",191,,"14.50",0
"petco","Petco","https://raise-content.s3.amazonaws.com/MP-OPs/Petco-Logo.png",true,473,"3.5",220,,"2.27",13
"petco-in-store-only","Petco (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/Petco-Logo.png",false,0,"3.1",508,,"0.00",0
"petsmart-in-store-only","PetSmart (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/PetSmart/Petsmart_Logo.png",false,0,"3.3",814,,"0.00",0
"petsmart-only-online","PetSmart (Only Online)","https://raise-content.s3.amazonaws.com/MP-OPs/PetSmart/Petsmart_Logo.png",true,2635,"3.1",375,,"14.44",22
"pier-1-imports","Pier 1 Imports","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.4",468,,"0.00",0
"pizza-hut","Pizza Hut","https://s3.amazonaws.com/raise-content/ibi/PIzzaHut-Logo.png",false,0,"2.8",373,,"0.00",0
"playstation-network","PlayStation Network","https://s3.amazonaws.com/raise-content/ibi/PlaystationNetwork-Logo.png",true,1189,"4.8",292,,"5.19",46
"portillo-s","Portillo's","https://s3.amazonaws.com/raise-content/ibi/Portillos-Logo.png",false,0,"4.4",118,,"0.00",0
"potbelly","Potbelly","https://s3.amazonaws.com/raise-content/ibi/Potbelly-Logo.png",true,100,"3.8",114,,"10.00",2
"pottery-barn","Pottery Barn","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/PotteryBarn-Logo.png",true,11,"3.2",445,,"2.10",0
"publix","Publix","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Publix/RAISE_Publix-Logo.png",false,0,"3.1",393,,"0.00",0
"rainforest-cafe","Rainforest Café","https://raise-content.s3.amazonaws.com/MP-OPs/Rainforest+Cafe/RainForestCafe-Logo.png",true,15,"3.1",109,,"13.26",2
"ralph-lauren","Ralph Lauren","https://s3.amazonaws.com/raise-content/ibi/RalphLauren-Logo.png",true,13,"3.2",132,,"1.00",0
"red-lobster","Red Lobster®","https://raise-content.s3.amazonaws.com/MP-OPs/Red+Lobster/RedLobster-Logo.png",true,30,"3.5",488,,"6.00",4
"red-robin","Red Robin","https://raise-content.s3.amazonaws.com/MP-OPs/Red+Robin/RedRobin-Logo.png",true,2314,"3.9",176,,"13.60",12
"regal","Regal","https://raise-content.s3.amazonaws.com/MP-OPs/Regal/Regal-Logo.png",true,275,"3.6",568,,"3.70",8
"rei","REI","https://raise-content.s3.amazonaws.com/MP-OPs/REI/REI-Logo.png",true,130,"4.0",168,,"4.00",11
"restaurant-com","Restaurant.com","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Restaurant/RAISE_RestaurantDotCom-Logo.png",false,0,"3.6",3772,,"0.00",0
"restaurants-unlimited","Restaurants Unlimited","https://s3.amazonaws.com/raise-content/ibi/RestaurantsUnlimited-Logo.png",true,15,"3.3",205,,"24.00",0
"restoration-hardware","Restoration Hardware","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.2",262,,"0.00",1
"rite-aid","Rite Aid","https://s3.amazonaws.com/raise-content/ibi/RiteAid-Logo.png",false,0,"3.9",199,,"0.00",0
"rooms-to-go","Rooms To Go","https://s3.amazonaws.com/raise-content/ibi/RoomsToGo-Logo.png",false,0,"3.7",108,,"0.00",0
"ross","Ross","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/ROSS/RAISE_ROSS-Logo.png",false,0,"3.5",191,,"0.00",0
"ross-in-store-only","Ross (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/ROSS/RAISE_ROSS-Logo.png",true,7,"3.4",693,,"8.32",4
"royal-caribbean","Royal Caribbean","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Royal+Carribean/RAISE_RoyalCaribbean-Logo.png",true,16,"2.9",612,,"5.00",7
"ruby-tuesday","Ruby Tuesday","https://raise-content.s3.amazonaws.com/MP-OPs/Ruby+Tuesday/RubyTuesday-Logo.png",true,1110,"3.8",100,,"20.20",12
"rue21","rue21","https://raise-content.s3.amazonaws.com/ibi/rue21-Logo.png",true,0,"3.2",340,,"0.00",0
"ruth-s-chris-steak-house","Ruth's Chris Steak House","https://raise-content.s3.amazonaws.com/MP-OPs/ruth-chris-instant-icon.png",true,0,"3.1",1123,,"0.00",0
"safeway","Safeway","https://raise-content.s3.amazonaws.com/MP-OPs/Safeway/Safeway-Logo.png",true,12,"3.1",263,,"0.50",0
"saks-fifth-avenue","Saks Fifth Avenue","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Saks+Fifth+Ave/RAISE_SaksFifthAve-Logo.png",true,119,"4.0",135,,"3.66",7
"sally-beauty-supply","Sally Beauty Supply","https://s3.amazonaws.com/raise-content/ibi/SallyBeautySupply-Logo.png",true,1,"3.1",179,,"0.00",0
"sam-s-club","Sam's Club","https://raise-content.s3.amazonaws.com/MP-OPs/Sam's+Club/SamsClub-Logo.png",false,0,"2.9",343,,"0.00",0
"sears","Sears","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Sears/RAISE_Sears-Logo.png",false,0,"3.5",971,,"0.00",0
"sephora","Sephora","https://raise-content.s3.amazonaws.com/MP-OPs/Sephora/Sephora-Logo.png",true,1244,"3.6",1502,,"4.00",61
"sephora-in-store-only","Sephora (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/Sephora/Sephora-Logo.png",false,0,"2.7",587,,"0.00",1
"sephora-inside-jcpenney","Sephora (Inside JCPenney)","https://raise-content.s3.amazonaws.com/MP-OPs/Sephora/Sephora-Logo.png",false,0,"3.1",626,,"0.00",2
"shell-gasoline","Shell Gasoline","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Shell/RAISE_Shell-Logo.png",false,0,"4.7",1292,,"0.00",0
"shoe-carnival","Shoe Carnival","https://s3.amazonaws.com/raise-content/ibi/ShoeCarnival-Logo.png",false,0,"1.1",1360,,"0.00",0
"shoprite","ShopRite","https://s3.amazonaws.com/raise-content/ibi/ShopRite-Logo.png",false,0,"2.9",148,,"0.00",3
"six-flags-east-coast","Six Flags (East Coast)","https://s3.amazonaws.com/raise-content/ibi/SixFlags-Logo.png",false,0,"3.1",137,,"0.00",0
"six-flags-midwest","Six Flags (Midwest)","https://s3.amazonaws.com/raise-content/ibi/SixFlags-Logo.png",false,0,"3.2",100,,"0.00",0
"skechers","Skechers®","https://raise-content.s3.amazonaws.com/MP-OPs/Skechers/Skechers-Logo.png",true,2,"3.0",215,,"10.42",0
"smashburger","Smashburger","https://s3.amazonaws.com/raise-content/ibi/Smashburger-Logo.png",false,0,"3.1",228,,"0.00",0
"sonic","SONIC®","https://raise-content.s3.amazonaws.com/MP-OPs/Sonic/Sonic-Logo.png",false,0,"3.0",190,,"0.00",1
"southwest-airlines","Southwest Airlines","https://raise-content.s3.amazonaws.com/MP-OPs/SouthwestAirlines-Logo.png",true,308,"4.8",1430,,"4.08",18
"spa-wellness-gift-card-by-spa-week","Spa & Wellness Gift Card by Spa Week","https://raise-content.s3.amazonaws.com/MP-OPs/Spa%26Wellness+Spa+Week/Spa%26WellnessSpaWeek-Logo.png",true,76,"3.2",289,,"0.00",0
"spa-wish","Spa Wish","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.8",148,,"0.00",0
"spafinder-wellness-365-physical","Spafinder Wellness 365 (Physical)","https://s3.amazonaws.com/raise-content/ibi/SpaFinder-Logo.png",true,7,"3.8",288,,"12.50",0
"spencer-s","Spencer's","https://s3.amazonaws.com/raise-content/ibi/Spencers-Logo.png",true,7,"3.1",137,,"14.09",1
"sports-authority","Sports Authority","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.6",177,,"0.00",0
"sports-authority-in-store-only","Sports Authority (In Store Only)","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.7",119,,"0.00",0
"sprouts-farmers-market","Sprouts Farmers Market","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"2.9",137,,"0.00",0
"staples","Staples","https://raise-content.s3.amazonaws.com/MP-OPs/Staples/Staples-Logo.png",true,368,"3.4",525,,"5.00",10
"starbucks","Starbucks","https://raise-content.s3.amazonaws.com/MP-OPs/Starbucks/Starbucks-Logo2.png",true,13000,"3.7",7043,,"5.56",158
"steak-n-shake","Steak 'n Shake","https://raise-content.s3.amazonaws.com/MP-OPs/SteakandShake-Logo.png",true,186,"3.7",175,,"18.40",1
"steiner-sports-memorabilia","Steiner Sports Memorabilia","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Steiner+Sports/RAISE_SteinerSports-Logo.png",false,0,"2.0",119,,"0.00",0
"stein-mart","Stein Mart","https://raise-content.s3.amazonaws.com/ibi/steinmart-Logo.png",false,0,"3.8",132,,"0.00",0
"stop-shop-grocery","Stop & Shop Grocery","https://s3.amazonaws.com/raise-content/ibi/StopAndShop-Logo.png",false,0,"2.9",118,,"0.00",0
"stubhub","StubHub","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/StubHub/RAISE_Stubhub-Logo.png",true,174,"3.1",194,,"2.85",2
"subway","Subway","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Subway-Logo.png",true,131,"3.9",809,,"3.10",8
"sunglass-hut","Sunglass Hut","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Sunglass+Hut/RAISE_SunglassHut-Logo.png",true,12,"3.0",922,,"6.00",0
"t-j-maxx","T.J. Maxx","https://raise-content.s3.amazonaws.com/MP-OPs/TJ+Maxx/TJMaxx-Logo.png",true,437,"3.5",2430,,"4.00",33
"t-j-maxx-in-store-only","T.J. Maxx (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/TJ+Maxx/TJMaxx-Logo.png",false,0,"3.5",129,,"0.00",0
"t-j-maxx-online-only","T.J. Maxx (Online Only)","https://raise-content.s3.amazonaws.com/MP-OPs/TJ+Maxx/TJMaxx-Logo.png",false,0,"3.1",1589,,"0.00",0
"taco-bell","Taco Bell®","https://raise-content.s3.amazonaws.com/MP-OPs/Taco+Bell/TacoBell-Logo.png",false,0,"3.1",395,,"0.00",0
"talbots","Talbots","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.5",180,,"0.00",0
"target","Target","https://raise-content.s3.amazonaws.com/MP-OPs/Target/Target-Logo.png",true,482,"3.7",3936,,"3.50",50
"ted-s-montana-grill","Ted's Montana Grill","https://s3.amazonaws.com/raise-content/ibi/TedsMontanaGrill-logo.png",false,0,"5.0",215,,"0.00",0
"texas-roadhouse","Texas Roadhouse","https://raise-content.s3.amazonaws.com/MP-OPs/Texas+Roadhouse/TexasRoadhouse-Logo.png",true,1576,"3.1",590,,"7.60",14
"tgi-fridays","TGI Fridays","https://raise-content.s3.amazonaws.com/MP-OPs/TGIFridays/TGIF-Logo.png",true,7,"3.8",222,,"0.00",0
"tgi-fridays-voucher","TGI Fridays® (Voucher)","https://raise-content.s3.amazonaws.com/MP-OPs/TGIFridays/TGIF-Logo.png",true,555,"3.8",221,,"2.96",0
"the-capital-grille","The Capital Grille","https://s3.amazonaws.com/raise-content/ibi/TheCapitalGrille-Logo.png",true,3,"3.8",148,,"0.00",0
"the-cheesecake-factory","The Cheesecake Factory","https://raise-content.s3.amazonaws.com/MP-OPs/TheCheesecakeFactory-Logo.png",true,1225,"3.3",557,,"7.30",28
"the-children-s-place","The Children's Place","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/The+Childrens+Place/RAISE_TheChildrensPlace-Logo.png",true,250,"3.2",214,,"6.48",18
"the-coffee-bean-tea-leaf","The Coffee Bean & Tea Leaf®","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/The+Coffee+Bean+And+Tea+Leaf/RAISE_TheCoffeeBeanTeaLeaf-Logo.png",true,12,"3.1",221,,"5.71",1
"the-container-store","The Container Store","https://raise-content.s3.amazonaws.com/MP-OPs/The+Container+Store/TheContainerStore-Logo.png",true,18,"3.1",100,,"4.67",0
"the-home-depot","The Home Depot®","https://raise-content.s3.amazonaws.com/MP-OPs/The+Home+Depot/HomeDepot-Logo.png",true,1403,"4.8",5642,,"1.60",284
"the-home-depot-in-store-only","The Home Depot® (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/The+Home+Depot/HomeDepot-Logo.png",false,0,"3.6",693,,"0.00",0
"the-limited","The Limited","https://s3.amazonaws.com/raise-content/ibi/TheLimited-Logo.png",false,0,"3.9",182,,"0.00",0
"the-north-face","The North Face","https://raise-content.s3.amazonaws.com/ibi/TheNorthFace2-Logo.png",false,0,"3.3",218,,"0.00",1
"ticketmaster","Ticketmaster","https://s3.amazonaws.com/raise-content/ibi/Ticketmaster-logo.png",false,0,"3.8",109,,"0.00",0
"tiffany-co","Tiffany & Co.","https://s3.amazonaws.com/raise-content/ibi/Tiffany-Logo.png",true,2,"3.8",355,,"10.00",2
"topgolf","Topgolf","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/TopGolf/RAISE_TopGolf-Logo_5-25-21.png",true,724,"0.4",185,,"15.56",7
"topshop","Topshop","https://s3.amazonaws.com/raise-content/ibi/Topshop-Logo.png",false,0,"4.5",105,,"0.00",0
"torrid","Torrid","https://s3.amazonaws.com/raise-content/ibi/Torrid-Logo.png",true,3,"4.0",100,,"5.00",1
"tory-burch","Tory Burch","https://s3.amazonaws.com/raise-content/ibi/ToryBurch-logo.png",false,0,"3.3",134,,"0.00",3
"toys-r-us","Toys""R""Us","https://s3.amazonaws.com/raise-content/ibi/Toys-R-Us-Logo.png",false,0,"3.7",648,,"0.00",0
"tractor-supply-company","Tractor Supply Company","https://s3.amazonaws.com/raise-content/ibi/TractorSupplyCompany-Logo.png",false,0,"3.6",165,,"0.00",2
"trader-joe-s","Trader Joe's","https://s3.amazonaws.com/raise-content/ibi/TraderJoes-Logo.png",false,0,"3.3",376,,"0.00",0
"ugg-australia","UGG Australia","https://s3.amazonaws.com/assets.coupontrade.com/pay/static/media/brandPlaceholder.png",false,0,"3.2",237,,"0.00",0
"ulta","ULTA","https://raise-content.s3.amazonaws.com/MP-OPs/ULTA-Logo.png",true,581,"3.4",443,,"5.40",40
"ulta-in-store-only","ULTA (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/ULTA-Logo.png",false,0,"3.8",104,,"0.00",0
"under-armour","Under Armour®","https://raise-content.s3.amazonaws.com/MP-OPs/01_Slide/Under+Armour/SLIDE_UnderArmour-Logo.png",true,229,"4.8",167,,"5.25",30
"uniqlo","Uniqlo","https://s3.amazonaws.com/raise-content/ibi/Uniqlo-Logo.png",false,0,"3.1",676,,"0.00",0
"universal-studios-orlando","Universal Studios Orlando","https://s3.amazonaws.com/raise-content/ibi/UniversalStudiosOrlando-Logo.png",false,0,"3.1",117,,"0.00",0
"urban-outfitters","Urban Outfitters","https://s3.amazonaws.com/raise-content/ibi/UrbanOutfitters-Logo.png",true,2,"3.8",328,,"0.00",0
"vans","Vans","https://s3.amazonaws.com/raise-content/ibi/Vans-logo.png",true,5,"3.7",105,,"5.10",3
"verizon-prepaid-pre-paid-phone-plans-only","Verizon Prepaid (Pre-Paid Phone Plans Only)","https://s3.amazonaws.com/raise-content/ibi/VerizonPrepaid-Logo.png",false,0,"3.2",105,,"0.00",0
"victoria-s-secret","Victoria's Secret","https://raise-content.s3.amazonaws.com/MP-OPs/victoria-s-secret-icon.png",true,153,"3.6",1606,,"9.00",11
"walgreens","Walgreens","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Walgreens/RAISE_Walgreens-Logo.png",false,0,"4.3",159,,"0.00",0
"walgreens-in-store-only","Walgreens (In Store Only)","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Walgreens/RAISE_Walgreens-Logo.png",false,0,"3.0",562,,"0.00",0
"walmart","Walmart","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Walmart/RAISE_Walmart-Logo.png",true,219,"4.8",4791,,"2.02",292
"wayfair","Wayfair","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Wayfair/RAISE_Wayfair-Logo.png",true,104,"3.6",100,,"1.17",0
"wendy-s","Wendy's","https://s3.amazonaws.com/raise-content/ibi/Wendys-Logo.png",true,3,"4.0",169,,"0.25",0
"west-elm","West Elm","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/WestElm-Logo.png",true,13,"3.4",153,,"0.96",4
"white-house-black-market","White House Black Market","https://raise-content.s3.amazonaws.com/ibi/whitehouseblackmarket-Logo.png",true,60,"3.2",258,,"4.44",0
"whole-foods-market-physical","Whole Foods Market® (Physical)","https://s3.amazonaws.com/raise-content/ibi/WholeFoods-logo.png",false,0,"3.6",1133,,"0.00",1
"williams-sonoma","Williams Sonoma","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/WilliamsSonoma-Logo.png",true,8,"2.5",789,,"3.00",0
"winc","Winc","https://s3.amazonaws.com/raise-content/ibi/Winc-Logo.png",false,0,"2.2",118,,"0.00",0
"wingstop","Wingstop","https://s3.amazonaws.com/raise-content/ibi/Wingstop-Logo.png",false,0,"3.0",159,,"0.00",2
"yankee-candle","Yankee Candle®","https://raise-content.s3.amazonaws.com/MP-OPs/00_Raise/Yankee+Candle/RAISE_YankeeCandle-Logo.png",true,366,"3.2",218,,"12.60",5
"yard-house","Yard House®","https://raise-content.s3.amazonaws.com/MP-OPs/Yard+House/YardHouse-Logo.png",true,4,"4.8",128,,"1.00",1
"yogurtland","Yogurtland","https://s3.amazonaws.com/raise-content/ibi/Yogurtland-logo.png",false,0,"3.0",123,,"0.00",0
"zappos","Zappos","https://raise-content.s3.amazonaws.com/MP-OPs/Zappos/Zappos-Logo.png",true,49,"3.6",442,,"2.00",4
"zara","Zara","https://s3.amazonaws.com/raise-content/ibi/Zara-logo.png",true,1,"3.7",192,,"3.30",1
"zumiez","Zumiez","https://s3.amazonaws.com/raise-content/ibi/Zumiez-logo.png",true,5,"3.1",219,,"17.49",0
